v10
Grassland
map_rough_grass
1,29,241,336,0.75,1 1 1 0.627
1,29,378,259,0.64,1 1 1 0.565
1,29,421,383,0.71,1 1 1 0.533
1,29,556,272,0.59,1 1 1 0.424
1,29,657,236,0.79,1 1 1 0.408
1,29,1081,340,0.69,1 1 1 0.533
1,29,894,375,0.44,1 1 1 0.627
1,29,839,258,0.63,1 1 1 0.737
1,29,796,289,0.32,1 1 1 0.58
1,1,847,351,0.5,1.0 1.0 1.0 1.0
1,29,564,320,0.29,1 1 1 1
1,29,596,307,0.27,1 1 1 0.675
1,29,811,395,1.5,1 1 1 0.518
3,89,908,301,0.5,1.0 1.0 1.0 1.0
3,89,886,302,0.5,1.0 1.0 1.0 1.0
3,89,917,333,0.5,1.0 1.0 1.0 1.0
3,91,850,366,0.34,1.0 1.0 1.0 1.0
3,299,839,285,0.31,1.0 1.0 1.0 1.0
3,1,557,274,0.5,1.0 1.0 1.0 1.0
3,280,753,114,0.5,1.0 1.0 1.0 1.0
3,278,910,454,0.5,1.0 1.0 1.0 1.0
3,301,576,268,0.32,1.0 1.0 1.0 1.0
3,31,661,232,0.63,1 1 1 1
3,23,838,258,0.5,1 1 1 1
3,33,425,373,0.62,1 1 1 1
3,39,1076,339,0.57,1 1 1 1
3,56,890,379,0.36,1 1 1 1
3,49,248,335,0.57,1 1 1 1
3,37,370,257,0.56,1 1 1 1
3,35,798,291,0.33,1 1 1 1
3,3,597,303,0.5,1.0 1.0 1.0 1.0
3,253,566,318,0.5,1.0 1.0 1.0 1.0
3,85,885,292,0.27,1.0 1.0 1.0 1.0
3,85,925,323,0.22,1.0 1.0 1.0 1.0
3,89,858,294,0.5,1.0 1.0 1.0 1.0
