1,1,847,351,0.5,1.0 1.0 1.0 1.0
3,85,925,323,0.22,1.0 1.0 1.0 1.0
3,89,858,294,0.5,1.0 1.0 1.0 1.0
3,89,908,301,0.5,1.0 1.0 1.0 1.0
3,89,886,302,0.5,1.0 1.0 1.0 1.0
3,89,917,333,0.5,1.0 1.0 1.0 1.0
3,91,850,366,0.34,1.0 1.0 1.0 1.0
3,299,839,285,0.31,1.0 1.0 1.0 1.0
3,1,557,274,0.5,1.0 1.0 1.0 1.0
3,280,753,114,0.5,1.0 1.0 1.0 1.0
3,278,910,454,0.5,1.0 1.0 1.0 1.0
3,301,576,268,0.32,1.0 1.0 1.0 1.0
3,3,597,303,0.5,1.0 1.0 1.0 1.0
3,253,566,318,0.5,1.0 1.0 1.0 1.0
3,85,885,292,0.27,1.0 1.0 1.0 1.0
