v10
Desert
map_desert
1,33,855,486,0.5,1 1 1 0.471
1,29,388,316,0.26,1 1 1 0.518
1,29,921,273,0.39,1 1 1 0.675
1,29,850,199,0.31,1 1 0.929 0.58
1,28,392,224,0.54,1 1 1 0.596
1,29,594,46,0.5,1.0 1.0 1.0 1.0
1,29,317,308,0.99,1 1 1 0.675
1,29,825,495,0.28,1 1 1 0.627
1,29,880,475,0.65,1 1 1 0.722
1,29,893,271,0.37,1 1 1 0.596
1,29,333,218,0.26,0.875 0.882 0.875 0.424
1,29,287,211,0.27,1 1 1 0.612
3,274,893,465,0.48,1 1 1 1
3,508,856,488,0.5,1 1 1 1
3,510,935,447,0.5,1 1 1 1
3,695,290,213,0.4,1 1 1 1
3,707,893,268,0.57,1 1 1 1
3,693,827,488,0.5,1.0 1.0 1.0 1.0
3,693,816,502,0.4,1 1 1 1
3,700,290,233,0.5,1.0 1.0 1.0 1.0
3,701,924,273,0.36,1 1 1 1
3,701,936,258,0.5,1.0 1.0 1.0 1.0
3,508,578,39,0.5,1.0 1.0 1.0 1.0
3,505,597,31,0.5,1.0 1.0 1.0 1.0
3,504,618,40,0.5,1 1 1 1
3,253,607,49,0.42,1 1 1 1
3,32,925,430,0.44,1 1 1 1
3,414,310,216,0.5,1 1 1 1
3,414,959,426,0.5,1.0 1.0 1.0 1.0
3,425,908,235,0.5,1.0 1.0 1.0 1.0
3,425,264,225,0.5,1.0 1.0 1.0 1.0
3,425,577,45,0.26,1 1 1 1
3,299,393,307,0.25,1 1 1 1
3,87,402,303,0.12,1 1 1 1
3,87,393,302,0.22,1 1 1 1
3,57,386,225,0.63,1 1 1 1
3,418,369,212,0.5,1.0 1.0 1.0 1.0
3,87,369,226,0.18,1 1 1 1
3,706,332,217,0.5,1.0 1.0 1.0 1.0
3,694,478,411,0.22,1 1 0.929 1
3,693,833,195,0.27,1 1 1 1
3,417,849,203,0.5,1.0 1.0 1.0 1.0
3,417,494,411,0.27,1 1 1 1
3,423,483,414,0.24,1 1 1 1
3,704,853,191,0.5,1.0 1.0 1.0 1.0
